username,review,rating,date,app,cleaned_review,processed_review,sentiment,rating_sentiment
Olivia Lalthanpuii,"fix the problem of not deducting the points,offer & whatever it claims",5,2026-03-11 23:21:06,Zomato,fix the problem of not deducting the pointsoffer  whatever it claims,fix problem deducting pointsoffer whatever claim,Negative,Positive
Inder kumar,very good for online food,5,2026-03-11 23:20:39,Zomato,very good for online food,good online food,Positive,Positive
Yogesh Gupta,ok,5,2026-03-11 23:17:48,Zomato,ok,ok,Neutral,Positive
Sachin Thakur,good service,5,2026-03-11 23:15:59,Zomato,good service,good service,Positive,Positive
Santhosh,good,5,2026-03-11 23:14:53,Zomato,good,good,Positive,Positive
Chetan Verma,good,5,2026-03-11 23:13:15,Zomato,good,good,Positive,Positive
Udit Karari,Good,5,2026-03-11 23:13:11,Zomato,good,good,Positive,Positive
Gaurav Sharma,good,5,2026-03-11 23:12:58,Zomato,good,good,Positive,Positive
Rajesh Shankar,very very vosst,1,2026-03-11 23:11:05,Zomato,very very vosst,vosst,Neutral,Negative
Sweety Piwal,nice,4,2026-03-11 23:11:00,Zomato,nice,nice,Positive,Positive
Santhosh Honey,good,5,2026-03-11 23:10:18,Zomato,good,good,Positive,Positive
Nitin Valvi,faster delivery is expected,2,2026-03-11 23:09:51,Zomato,faster delivery is expected,faster delivery expected,Neutral,Negative
Tannavi Suryawanshi,Best of luck with your taste,5,2026-03-11 23:08:35,Zomato,best of luck with your taste,best luck taste,Positive,Positive
Harish,"Bad experience, price hikes on food, late deliveries.....",1,2026-03-11 23:08:22,Zomato,bad experience price hikes on food late deliveries,bad experience price hike food late delivery,Negative,Negative
Krishna sharma,good,5,2026-03-11 23:07:38,Zomato,good,good,Positive,Positive
Harpal Chahar,good,4,2026-03-11 23:07:12,Zomato,good,good,Positive,Positive
ANKIT GUPTA,gud,5,2026-03-11 23:07:11,Zomato,gud,gud,Neutral,Positive
Ritesh Verma,pathetic experience time and again. wish it closes soon,1,2026-03-11 23:07:02,Zomato,pathetic experience time and again wish it closes soon,pathetic experience time wish close soon,Negative,Negative
sumit kumar,"इमरजेंसी टाइम तो काम आता ही है ये app,, साथ कुछ बेहतर इच्छा हो तो घर बैठे-बैठे आर्डर की सुविधा के साथ समय भी बचाता हैं।",5,2026-03-11 23:06:53,Zomato,app,app,Neutral,Positive
Mihir X,they do not take responsibility of the quantity of the portion delivered even if the restaurant delivers a small portion then also they don't bother,1,2026-03-11 23:06:22,Zomato,they do not take responsibility of the quantity of the portion delivered even if the restaurant delivers a small portion then also they dont bother,take responsibility quantity portion delivered even restaurant delivers small portion also dont bother,Positive,Negative
Amit Kumar,police line,5,2026-03-11 23:05:44,Zomato,police line,police line,Neutral,Positive
kumar samshodh s,ಬಳಸಿದ ಟೊಮೇಟೊ ಮಾತು ಈರುಳ್ಳಿ ಹಳಸಿದ ಸ್ಮೆಲ್ ಬರ್ತಇದೇ ಲಾಸ್ಟ time ಇಟ್ ವಾಸ್ good,3,2026-03-11 23:05:37,Zomato,time   good,time good,Positive,Neutral
NITHIN ABD ABD,super,5,2026-03-11 23:05:29,Zomato,super,super,Positive,Positive
Aman Khare,nice 👍,5,2026-03-11 23:04:46,Zomato,nice,nice,Positive,Positive
Kanish Bajaj,good,5,2026-03-11 23:04:28,Zomato,good,good,Positive,Positive
Ritesh Shukla,excellent service,5,2026-03-11 23:03:28,Zomato,excellent service,excellent service,Positive,Positive
Deepak Jagtap,good,4,2026-03-11 23:03:05,Zomato,good,good,Positive,Positive
Ganesh Kumar,ganesh main aapko panch sathiyon to aap mujhe offer denge,5,2026-03-11 23:02:47,Zomato,ganesh main aapko panch sathiyon to aap mujhe offer denge,ganesh main aapko panch sathiyon aap mujhe offer denge,Neutral,Positive
Subhankar Dattagupta,surreptitious ad placement across the interface. Addon price galore.,1,2026-03-11 23:01:24,Zomato,surreptitious ad placement across the interface addon price galore,surreptitious placement across interface addon price galore,Neutral,Negative
g.saikumar chinnu,such as a worest food,1,2026-03-11 23:01:23,Zomato,such as a worest food,worest food,Neutral,Negative
Bhanu Prakash,vast company,5,2026-03-11 23:00:51,Zomato,vast company,vast company,Neutral,Positive
Heena Amir,Zomato is a fantastic app it calms down our hunger and feels contented.,5,2026-03-11 23:00:22,Zomato,zomato is a fantastic app it calms down our hunger and feels contented,zomato fantastic app calm hunger feel contented,Positive,Positive
Sunil L,worst 👎,1,2026-03-11 22:59:55,Zomato,worst,worst,Negative,Negative
Dhara Suraj,good 👍,5,2026-03-11 22:59:09,Zomato,good,good,Positive,Positive
hemant singh,superb,5,2026-03-11 22:58:59,Zomato,superb,superb,Positive,Positive
Shrayon Garang,"They never deliver on time, rarely they deliver on time. One of the worst performances and experiences.",1,2026-03-11 22:58:45,Zomato,they never deliver on time rarely they deliver on time one of the worst performances and experiences,never deliver time rarely deliver time one worst performance experience,Negative,Negative
Aman Sharma,good,5,2026-03-11 22:57:37,Zomato,good,good,Positive,Positive
Abhimanyu Parida,good,5,2026-03-11 22:57:11,Zomato,good,good,Positive,Positive
Diviyam Pat,paid order for an order upfront didn't recieve any order. customer executive not resposive not picking up the call and no refund either. swiggy is much better,1,2026-03-11 22:56:02,Zomato,paid order for an order upfront didnt recieve any order customer executive not resposive not picking up the call and no refund either swiggy is much better,paid order order upfront didnt recieve order customer executive resposive picking call refund either swiggy much better,Positive,Negative
Adarsh Dhote,very good,5,2026-03-11 22:53:24,Zomato,very good,good,Positive,Positive
RITESH KUMAR PANDEY,exc,5,2026-03-11 22:52:44,Zomato,exc,exc,Neutral,Positive
Gubenthiran Gsv,excellent 👍,5,2026-03-11 22:52:21,Zomato,excellent,excellent,Positive,Positive
Devaraya Srinivas,worst,1,2026-03-11 22:52:05,Zomato,worst,worst,Negative,Negative
Pankaj Sudke,every time the delivery boy can't find my location,1,2026-03-11 22:50:36,Zomato,every time the delivery boy cant find my location,every time delivery boy cant find location,Neutral,Negative
Almira,good food thank you,5,2026-03-11 22:50:03,Zomato,good food thank you,good food thank,Positive,Positive
Saheen,good,4,2026-03-11 22:49:51,Zomato,good,good,Positive,Positive
Sùbó Dás,good👍,1,2026-03-11 22:49:28,Zomato,good,good,Positive,Negative
Ali Reza,they gave me alot of coupons,5,2026-03-11 22:49:02,Zomato,they gave me alot of coupons,gave alot coupon,Neutral,Positive
Rahul Bansal,now zomato service very worst....assign multiple order to rider without any confirmation....,1,2026-03-11 22:48:46,Zomato,now zomato service very worstassign multiple order to rider without any confirmation,zomato service worstassign multiple order rider without confirmation,Neutral,Negative
Bharat Gautam,excellent 👍🏻,5,2026-03-11 22:48:20,Zomato,excellent,excellent,Positive,Positive
Ajay Kumar Saini,good,3,2026-03-11 22:47:38,Zomato,good,good,Positive,Neutral
Hardik Mehta,AI support is worst,1,2026-03-11 22:47:35,Zomato,ai support is worst,support worst,Negative,Negative
Joseph Orada,ok,5,2026-03-11 22:47:04,Zomato,ok,ok,Neutral,Positive
Karan,bad fricking experience.,1,2026-03-11 22:46:50,Zomato,bad fricking experience,bad fricking experience,Negative,Negative
Kamran Ahmad,good,5,2026-03-11 22:46:43,Zomato,good,good,Positive,Positive
Vicky bihal,thank u,5,2026-03-11 22:46:33,Zomato,thank u,thank,Positive,Positive
Sagar Bhau,need more simple,3,2026-03-11 22:45:43,Zomato,need more simple,need simple,Neutral,Neutral
D Black,"zomato is ripping of people who order food, people who make food and people who deliver food.",1,2026-03-11 22:45:42,Zomato,zomato is ripping of people who order food people who make food and people who deliver food,zomato ripping people order food people make food people deliver food,Neutral,Negative
Jayadev sahoo,one of the worst app I have ever seen . I ordered something and find different items .,1,2026-03-11 22:45:00,Zomato,one of the worst app i have ever seen  i ordered something and find different items,one worst app ever seen ordered something find different item,Negative,Negative
Rajesh Ghritlahare,"बहुत ही घटिया app है, motten के जगह चिकन आता है 🙏🙏🙏🙏🙏",1,2026-03-11 22:44:16,Zomato,app  motten,app motten,Neutral,Negative
RABBIT,good,4,2026-03-11 22:44:02,Zomato,good,good,Positive,Positive
hemant sain,Not bad,5,2026-03-11 22:43:22,Zomato,not bad,bad,Negative,Positive
Baba 72,"best food and delevery app 🤩lov uu zomato , best offer and low price food avbl",5,2026-03-11 22:42:57,Zomato,best food and delevery app lov uu zomato  best offer and low price food avbl,best food delevery app lov zomato best offer low price food avbl,Positive,Positive
Logesh Waran,nice experience,5,2026-03-11 22:42:50,Zomato,nice experience,nice experience,Positive,Positive
Lalit Joshi,wow,5,2026-03-11 22:42:39,Zomato,wow,wow,Positive,Positive
Mk Khandual,good,5,2026-03-11 22:42:37,Zomato,good,good,Positive,Positive
Baapi Daa,nice app,5,2026-03-11 22:42:28,Zomato,nice app,nice app,Positive,Positive
Irfan Khan,osome,5,2026-03-11 22:42:23,Zomato,osome,osome,Neutral,Positive
irshad Kaifee new,thanx to zomato,5,2026-03-11 22:41:58,Zomato,thanx to zomato,thanx zomato,Neutral,Positive
Richa Gupta,superb,5,2026-03-11 22:41:45,Zomato,superb,superb,Positive,Positive
Uzma Begum,wow,5,2026-03-11 22:40:37,Zomato,wow,wow,Positive,Positive
Mustaq Ahmed,good 👍,5,2026-03-11 22:40:25,Zomato,good,good,Positive,Positive
Xyz Yz,best,5,2026-03-11 22:40:00,Zomato,best,best,Positive,Positive
Ayyappan Ayyappan,ok,1,2026-03-11 22:39:58,Zomato,ok,ok,Neutral,Negative
Sakshi Roy,amazing app,5,2026-03-11 22:39:58,Zomato,amazing app,amazing app,Positive,Positive
Shubham Vinodia,ok,5,2026-03-11 22:37:58,Zomato,ok,ok,Neutral,Positive
SHAIKH SHABEENA AHMED,"best app, safe and extra benefits, stay blessed always 🙏 thank you",5,2026-03-11 22:37:23,Zomato,best app safe and extra benefits stay blessed always  thank you,best app safe extra benefit stay blessed always thank,Positive,Positive
Vijay Chandra,Supper,5,2026-03-11 22:36:49,Zomato,supper,supper,Neutral,Positive
Isaacs Rock,it's amazing,5,2026-03-11 22:34:23,Zomato,its amazing,amazing,Positive,Positive
Vinay R Gowda,super fast delivered,5,2026-03-11 22:34:19,Zomato,super fast delivered,super fast delivered,Positive,Positive
Bishal Mahananda,poor food quality....test is so bad.... worst food I ever had...... please don't sell again like this..... full money waste,1,2026-03-11 22:33:40,Zomato,poor food qualitytest is so bad worst food i ever had please dont sell again like this full money waste,poor food qualitytest bad worst food ever please dont sell like full money waste,Negative,Negative
durga Bhavani,average service,1,2026-03-11 22:33:23,Zomato,average service,average service,Neutral,Negative
Ram,Fast and safe delivery.,5,2026-03-11 22:33:07,Zomato,fast and safe delivery,fast safe delivery,Positive,Positive
PRANITA Sharma,i don't like your extra charges,2,2026-03-11 22:33:03,Zomato,i dont like your extra charges,dont like extra charge,Negative,Negative
Radhika Thakur,worst services 🤮,1,2026-03-11 22:32:27,Zomato,worst services,worst service,Negative,Negative
Taniya Roy,nice and i love this app....i only trust this app for food delivery...and i always ordered food from here thank uhhh so much zomatohhh,5,2026-03-11 22:31:18,Zomato,nice and i love this appi only trust this app for food deliveryand i always ordered food from here thank uhhh so much zomatohhh,nice love appi trust app food deliveryand always ordered food thank uhhh much zomatohhh,Positive,Positive
ANURAG KUMAR SINHA,"Had a bad experience with Zomato. Order got delayed by half n hour ,some how my delivery partner was not moving and this I have to inform this to their support team. One requesting to cancel the order and refund the customer support says they can't. Why should I eat order which was prepared at least 40 mins ago. And whose fault is this . Why I don't have right to ask refund for delayed order . Pathetic service",1,2026-03-11 22:31:14,Zomato,had a bad experience with zomato order got delayed by half n hour some how my delivery partner was not moving and this i have to inform this to their support team one requesting to cancel the order and refund the customer support says they cant why should i eat order which was prepared at least  mins ago and whose fault is this  why i dont have right to ask refund for delayed order  pathetic service,bad experience zomato order got delayed half hour delivery partner moving inform support team one requesting cancel order refund customer support say cant eat order prepared least min ago whose fault dont right ask refund delayed order pathetic service,Negative,Negative
Santhosh Kumar N,My Food Not Delivered And My Amount Also Not been Reeturend It's very Bad🤬😡😡😡,1,2026-03-11 22:30:30,Zomato,my food not delivered and my amount also not been reeturend its very bad,food delivered amount also reeturend bad,Negative,Negative
Shoaib mewati,Good,4,2026-03-11 22:30:06,Zomato,good,good,Positive,Positive
Dulari Devi,app is really nice with good food and delivery.,5,2026-03-11 22:29:45,Zomato,app is really nice with good food and delivery,app really nice good food delivery,Positive,Positive
